"Value","Frequency","Variable"
"Chisago City",1,"school_city"
"Cincinnati",1,"school_city"
"Clovis",1,"school_city"
"Colchester",1,"school_city"
"Colorado Springs",1,"school_city"
"Conshohocken",1,"school_city"
"Dallas",1,"school_city"
"Decatur",1,"school_city"
"Denver",6,"school_city"
"Detroit",1,"school_city"
"Downey",1,"school_city"
"Durham",1,"school_city"
"El Cajon",1,"school_city"
"El Segundo",1,"school_city"
"Elizabeth City",1,"school_city"
"Enosburg Falls",1,"school_city"
"Exeter",1,"school_city"
"Fall River",1,"school_city"
"Farmington",1,"school_city"
"Fayetteville",1,"school_city"
"Fort Lauderdale",1,"school_city"
"Fort Wayne",1,"school_city"
"Glendale",1,"school_city"
"Great Barrington",1,"school_city"
"Greensboro",1,"school_city"
"Hardwick",1,"school_city"
"Hawthorne",1,"school_city"
"Henderson",1,"school_city"
"Holyoke",2,"school_city"
"Honolulu",1,"school_city"
"Hunter",1,"school_city"
"Idaho Falls",1,"school_city"
"Indianapolis",1,"school_city"
"Irving",1,"school_city"
"Issaquah",1,"school_city"
"Jacksonville",1,"school_city"
"Jasper",1,"school_city"
"Jerome",1,"school_city"
"Kailua-Kona",1,"school_city"
"Kingsport",1,"school_city"
"Lewiston",1,"school_city"
"Liberty",1,"school_city"
"Lincoln",1,"school_city"
"Los Angeles",2,"school_city"
"Melbourne",1,"school_city"
"Memphis",4,"school_city"
"Middleton",1,"school_city"
"Milwaukee",1,"school_city"
"Minneapolis",2,"school_city"
"Mission",1,"school_city"
"Moab",1,"school_city"
"Mohawk",1,"school_city"
"Monahans",1,"school_city"
"Montgomery",1,"school_city"
"Mount Dora",1,"school_city"
"Mukwonago",1,"school_city"
"Nashville",1,"school_city"
"Nephi",1,"school_city"
"New Haven",1,"school_city"
"New Orleans",4,"school_city"
"New York",6,"school_city"
"New York City",1,"school_city"
"Newburgh",1,"school_city"
"Newport",1,"school_city"
"North Berwick",1,"school_city"
"Oakland",2,"school_city"
"Oceanside",1,"school_city"
"Ogden",2,"school_city"
"Omaha",1,"school_city"
"Orange",1,"school_city"
"Oro Valley",1,"school_city"
"Oxford",1,"school_city"
"Pasadena",1,"school_city"
"Perry",1,"school_city"
"Philadelphia",3,"school_city"
"Phoenix",3,"school_city"
"Pittsburgh",2,"school_city"
"Plymouth",1,"school_city"
"Porcupine",1,"school_city"
"Portland",1,"school_city"
"Providence",1,"school_city"
"Redwood City",1,"school_city"
"Revere",1,"school_city"
"Richland",1,"school_city"
"Richmond",1,"school_city"
"Rio Rico",1,"school_city"
"Sacramento",1,"school_city"
"Saginaw",1,"school_city"
"San Antonio",1,"school_city"
"San Diego",1,"school_city"
"San Francisco",1,"school_city"
"San Luis",1,"school_city"
"San Marcos",1,"school_city"
"San Mateo",1,"school_city"
"Seattle",1,"school_city"
"Siloam Springs",1,"school_city"
"South Jordan",1,"school_city"
"Spokane",1,"school_city"
"Spring Grove",1,"school_city"
"St. Louis",2,"school_city"
"St. Paul",1,"school_city"
"Swanton",1,"school_city"
"Taos",1,"school_city"
"Tucson",1,"school_city"
"Upton",1,"school_city"
"Uxbridge",1,"school_city"
"Venice",1,"school_city"
"Waimanalo",1,"school_city"
"Washington",3,"school_city"
"Wilson",2,"school_city"
"Winchester",1,"school_city"
"Winston-Salem",1,"school_city"
"Woodinville",1,"school_city"
"Woodland Hills",1,"school_city"
"Woodstock",1,"school_city"
"Ypsilanti",1,"school_city"
"Yuma",1,"school_city"
"Alabama",2,"school_state"
"Arizona",10,"school_state"
"Arkansas",4,"school_state"
"California",19,"school_state"
"Colorado",10,"school_state"
"Connecticut",2,"school_state"
"District of Columbia",3,"school_state"
"Florida",4,"school_state"
"Georgia",2,"school_state"
"Hawaii",3,"school_state"
"Idaho",4,"school_state"
"Illinois",4,"school_state"
"Indiana",2,"school_state"
"Iowa",1,"school_state"
"Kansas",1,"school_state"
"Louisiana",4,"school_state"
"Maine",4,"school_state"
"Massachusetts",12,"school_state"
"Michigan",6,"school_state"
"Minnesota",6,"school_state"
"Missouri",3,"school_state"
"Nebraska",1,"school_state"
"New Hampshire",1,"school_state"
"New Mexico",5,"school_state"
"New York",10,"school_state"
"North Carolina",7,"school_state"
"North Dakota",2,"school_state"
"Ohio",2,"school_state"
"Oregon",1,"school_state"
"Pennsylvania",7,"school_state"
"Rhode Island",1,"school_state"
"South Carolina",1,"school_state"
"South Dakota",2,"school_state"
"Tennessee",6,"school_state"
"Texas",9,"school_state"
"Utah",6,"school_state"
"Vermont",8,"school_state"
"Virginia",5,"school_state"
"Washington",5,"school_state"
"Wisconsin",4,"school_state"
"(independent school)",1,"school_district"
"3 districts (Cedar Rapids, College,)",1,"school_district"
"7",1,"school_district"
"ABQ Sign Language Academy",1,"school_district"
"Academy School District 20",1,"school_district"
"Aggie Academy",1,"school_district"
"Albemarle County School District",1,"school_district"
"Allentown School District",1,"school_district"
"American Academy of Innovation",1,"school_district"
"Amphitheater Unified School District",1,"school_district"
"APS Charter",1,"school_district"
"Archdiocese of Milwaukee",1,"school_district"
"Archdiocese of St. Paul and Minneapolis",1,"school_district"
"Arlington independent school",1,"school_district"
"Avalon Charter",1,"school_district"
"Berkshire Hills Public School District",1,"school_district"
"Berrien Springs Public Schools",1,"school_district"
"Blue Valley Schools",1,"school_district"
"Boston Day and Evening Academy Charter",1,"school_district"
"Brookline Public Schools",1,"school_district"
"Burlington School District",1,"school_district"
"Cabot School District",1,"school_district"
"Cajon Valley Union School District",1,"school_district"
"Cambridge School District",1,"school_district"
"Canon City RE-1",1,"school_district"
"Catalyst Public Schools",1,"school_district"
"Central Vermont Career Center School District",1,"school_district"
"Charlotte-Mecklenberg Schools",1,"school_district"
"Charter School Institute",1,"school_district"
"Chicago International Charter Schools, operated by Distinctive Schools",1,"school_district"
"Chicago Public Schools",1,"school_district"
"CHIME Institute's Schwarzenegger Community District",1,"school_district"
"Cincinnati Public Schools",1,"school_district"
"CIOB",1,"school_district"
"City Center For Collaborative Learning",1,"school_district"
"City of Chicago SD 299",1,"school_district"
"Clovis / Fresno Unified",1,"school_district"
"CodeRVA Regional High School",1,"school_district"
"Colchester School District",1,"school_district"
"Compass Rose Public Schools",1,"school_district"
"Conservatory Lab Charter School",1,"school_district"
"Da Vinci RISE High",1,"school_district"
"Da Vinci Schools",1,"school_district"
"Dallas Independent School District",1,"school_district"
"Denver Public Schools",3,"school_district"
"Design Tech",1,"school_district"
"Detroit Achievement Academy",1,"school_district"
"Dream Charter School",1,"school_district"
"Duval",1,"school_district"
"Edison Project (743644)",1,"school_district"
"Ednovate",1,"school_district"
"Educators for Quality Alternatives",2,"school_district"
"EdVisions Off Campus",1,"school_district"
"Ember Charter School (District 16)",1,"school_district"
"Enosburgh-richford Unified Union School District #88",1,"school_district"
"Environmental Charter School",1,"school_district"
"Fall River Public Schools",1,"school_district"
"Fort Wayne Community Schools",1,"school_district"
"Frederick County Public Schools",1,"school_district"
"Future Public School",1,"school_district"
"Girls Athletic Leadership Schools of Denver",1,"school_district"
"Global Preparatory Academy",1,"school_district"
"Grand County",1,"school_district"
"Growth Public District",1,"school_district"
"Gull Lake Community Schools",1,"school_district"
"Hawaii Charter Schools",1,"school_district"
"Hawaii Department of Education",2,"school_district"
"Holyoke",1,"school_district"
"Holyoke Public Schools",1,"school_district"
"I Dream Public Charter School",1,"school_district"
"Idaho Charter School Commission",1,"school_district"
"Independent",1,"school_district"
"Iron District",1,"school_district"
"Issaquah School District",1,"school_district"
"Jasper School District",1,"school_district"
"Juab School District",1,"school_district"
"Kairos Academies",1,"school_district"
"Kingsport City Schools",1,"school_district"
"KIPP DC Public Charter Schools",1,"school_district"
"Lake",1,"school_district"
"LEA 479 Heritage Academy",1,"school_district"
"Leaders to Legends",1,"school_district"
"Lewiston Public Schools",1,"school_district"
"Lexington School District Three",1,"school_district"
"Liberty 53",1,"school_district"
"Lincoln Consolidated School District",1,"school_district"
"Loudon County Public Schools",1,"school_district"
"Maȟpíya Lúta Owáyawa",1,"school_district"
"Manara Academy",1,"school_district"
"Map Academy Charter School",1,"school_district"
"Mead School District",1,"school_district"
"Memphis Shelby County Schools",1,"school_district"
"Mendon-Upton Regional School District",1,"school_district"
"Metro Nashville Public Schools",1,"school_district"
"Middleton-Cross Plains Area School District",1,"school_district"
"Minneapolis Public Schools",1,"school_district"
"Missisquoi Valley School District",1,"school_district"
"Montessori For All",1,"school_district"
"Mott Haven Academy Charter School",1,"school_district"
"Mountain Views Supervisory Union",1,"school_district"
"N/A",4,"school_district"
"n/a (independent)",1,"school_district"
"n/a; independent school",1,"school_district"
"New Hanover County Schools",1,"school_district"
"New Haven Ecology Project",1,"school_district"
"New Orleans Public Schools",2,"school_district"
"New York City Department of Education",2,"school_district"
"Newburgh Enlarged City School District",1,"school_district"
"none",2,"school_district"
"none provided",3,"school_district"
"Norris School District",1,"school_district"
"North East Independent School District",1,"school_district"
"Northeast Academy for Aerospace & Advanced Technologies",1,"school_district"
"Northern Cass 97",1,"school_district"
"Northshore School District",1,"school_district"
"Ogden School District",1,"school_district"
"Orleans Southwest Supervisory Union",1,"school_district"
"Oxford Community Schools",1,"school_district"
"Perry Local",1,"school_district"
"Philadelphia",1,"school_district"
"Phoenix Union",1,"school_district"
"Phoenix Union High School District (4286)",1,"school_district"
"Portland Public Schools",1,"school_district"
"Private",1,"school_district"
"Private school",1,"school_district"
"Providence Public Schools",1,"school_district"
"Public Schools of Calumet, Laurium & Keweenaw",1,"school_district"
"Rainier Valley Leadership Academy",1,"school_district"
"Revere Public Schools",1,"school_district"
"ROsebud Sioux Tribal Community-based school",1,"school_district"
"RSU 19",1,"school_district"
"San Diego Unified School District",1,"school_district"
"San Francisco",1,"school_district"
"San Marcos CISD",1,"school_district"
"School Administrative District 60",1,"school_district"
"School District of Philadelphia",2,"school_district"
"SCVUSD #35",1,"school_district"
"Shelby County Schools",1,"school_district"
"Siloam Springs School District",1,"school_district"
"South Bronx Community Charter High School",1,"school_district"
"Spring Grove School District",1,"school_district"
"Stand-alone charter authorized by Albuquerque Public Schools",2,"school_district"
"State Charter School (physically located in DeKalb County)",1,"school_district"
"Tennessee Public Charter School Commission",1,"school_district"
"Tomorrow's Leadership Collaborative (TLC) Charter District",1,"school_district"
"tuition-based",1,"school_district"
"Urban Montessori Charter School",1,"school_district"
"Utah Schools for the Deaf and Blind",1,"school_district"
"Uxbridge School District",1,"school_district"
"Valor Preparatory Academy",1,"school_district"
"Virtual Learning Academy Charter School",1,"school_district"
"Vista Grande Charter",1,"school_district"
"Vista Unified School District",1,"school_district"
"Washtenaw Educational Options Consortium - Washtenaw ISD",1,"school_district"
"Wilson County Schools",1,"school_district"
"Winston-Salem Forsyth County Schools",1,"school_district"
"Wiseburn",1,"school_district"
"Yu Ming Charter School District",1,"school_district"
"Yuma Union High School District",1,"school_district"
"Yuma Union High School District #70",1,"school_district"
"coderva.org",1,"website"
"http://#www.siloamschools.com#",1,"website"
"http://aceleadership.org",1,"website"
"http://anastasisacademy.us",1,"website"
"http://bacademy.org",1,"website"
"http://cabotschool.org/",1,"website"
"http://chimeinstitute.org",1,"website"
"http://designtechhighschool.org",1,"website"
"http://galsdenver.org/",1,"website"
"http://https://www.frederickcountyschoolsva.net/fcm",1,"website"
"http://magnolia.montessoriforall.org",1,"website"
"http://sla.philasd.org",1,"website"
"http://www.aaiutah.org",1,"website"
"http://www.avalonschool.org",1,"website"
"http://www.canoncityschools.org",1,"website"
"http://www.charlottelabschool.org/",1,"website"
"http://www.chicagointl.org/campuses/west-belden.html",1,"website"
"http://www.clkschools.org",1,"website"
"http://www.commongroundct.org",1,"website"
"http://www.conservatorylab.org",1,"website"
"http://www.cps.edu",1,"website"
"http://www.detroitprep.org/",1,"website"
"http://www.edvisionshighschool.com",1,"website"
"http://www.flushinginternational.org",1,"website"
"http://www.fmhsnyc.org",1,"website"
"http://www.havenacademy.org",1,"website"
"http://www.hu-ms2.org",1,"website"
"http://www.kippdc.org",1,"website"
"http://www.lincolncsd.com",1,"website"
"http://www.mvhs.vistausd.org",1,"website"
"http://www.neisd.net",1,"website"
"http://www.nhcs.net/seatech/",1,"website"
"http://www.norrisacademywi.org",1,"website"
"http://www.northeastacademy.org/",1,"website"
"http://www.northerncassschool.org",1,"website"
"http://www.oxfordschools.org",1,"website"
"http://www.southbronxcommunity.org",1,"website"
"http://www.tfoaprofessionalprep.org",1,"website"
"http://www.tlccharter.org",1,"website"
"http://www.triowolfcreek.com",1,"website"
"http://www.urbanmontessori.org",1,"website"
"http://www.vlacs.org",1,"website"
"http://www.wuhsms.org/",1,"website"
"https://actonvenice.org/",1,"website"
"https://allentown.building21.org/",1,"website"
"https://amplab.fortwayneschools.org/",1,"website"
"https://aschoolwithoutwalls.org/",1,"website"
"https://bennettday.org/",1,"website"
"https://bhs.brookline.k12.ma.us/ace-experience.html",1,"website"
"https://bigpicture.mnps.org/",1,"website"
"https://blackmothersforums.com/microschools",1,"website"
"https://blps.lex3.org/",1,"website"
"https://bvcaps.yourcapsnetwork.org/",1,"website"
"https://cbhs.portlandschools.org/",1,"website"
"https://cls.k12albemarle.org/",1,"website"
"https://compassrosepublicschools.org/locations/harvest-campus/",1,"website"
"https://ctms.scv35.org/",1,"website"
"https://cvtcc.org/",1,"website"
"https://dbexcel.k12k.com/",1,"website"
"https://dekalbbrilliance.org/",1,"website"
"https://docs.google.com/document/d/1zD50NkoSu3Co-_qKchkZfIKg6uhhZ6Gn9rLwkT7gr9o/edit",1,"website"
"https://dvrise.davincischools.org/",1,"website"
"https://ecspgh.org/",1,"website"
"https://ellemercito.org/",1,"website"
"https://hazen.ossu.org/",1,"website"
"https://hs.ehornets.org/",1,"website"
"https://intrinsicschools.org/",1,"website"
"https://launch.ironk12.org/",1,"website"
"https://mmrhs.bhrsd.org/",1,"website"
"https://mvu.mvsdschools.org/",1,"website"
"https://ogdenhigh.ogdensd.org/",1,"website"
"https://onestone.org/",1,"website"
"https://revolutionschool.org/",1,"website"
"https://robertfsmith.dpsk12.org/",1,"website"
"https://rubybridges.nsd.org/",1,"website"
"https://schools.mahpiyaluta.org/schools/our-lady-lourdes-elementary-school/",1,"website"
"https://scienceprepacademy.com/",1,"website"
"https://sdmet.sandiegounified.org/",1,"website"
"https://sequoyahschool.org/",1,"website"
"https://sites.google.com/perry-stu.com/piifamily/home?authuser=0",1,"website"
"https://thelabschoolofmemphis.com/",1,"website"
"https://themapacademy.org/",1,"website"
"https://thesycamoreschoolva.org/#",1,"website"
"https://thetlacademy.com/",1,"website"
"https://valiantcross.org",1,"website"
"https://valoraz.org/",1,"website"
"https://village.asd20.org/",1,"website"
"https://wearedream.org/dream-charter-high-school/",1,"website"
"https://www.5280highschool.org/",1,"website"
"https://www.aimpa.org/",1,"website"
"https://www.alturasacademy.org/",1,"website"
"https://www.amphi.com/innovationacademy",1,"website"
"https://www.aslacademy.com/",1,"website"
"https://www.atlaspublic.org/",1,"website"
"https://www.bnsk12.org/",1,"website"
"https://www.buildup.work/about-us.html",1,"website"
"https://www.cajonvalley.net/domain/1519",1,"website"
"https://www.cambridge.k12.wi.us/o/koshkonong",1,"website"
"https://www.cascadesacademy.org/",1,"website"
"https://www.catalystpublicschools.org/",1,"website"
"https://www.centerschool.org/",1,"website"
"https://www.cityhighschool.org/",1,"website"
"https://www.citylabrevere.com/",1,"website"
"https://www.colossal-academy.com/",1,"website"
